sent_text,argument,label
"Taking advantage of Guy 's momentary stupefaction , she wriggled out from under him and leapt off the bed , everything forgotten but the need to escape from something she dared not put a name to . ",Guy 's,experiencer
Another step forward and Pooley noted to his utter stupefaction that it had vanished altogether into empty air . ,his,experiencer
Another step forward and Pooley noted to his utter stupefaction that it had vanished altogether into empty air . ,utter,degree
Downes shook his head in stupefaction . ,Downes,experiencer
"Athelstan sat in complete stupefaction , drinking his beer , as Cranston cleared every platter , washing it all down with another bowl of claret . ",complete,degree
"Athelstan sat in complete stupefaction , drinking his beer , as Cranston cleared every platter , washing it all down with another bowl of claret . ",Athelstan,experiencer
Nan saw Benny 's mystification and explained . ,Benny 's,experiencer
The mayor 's mystification was understandable . ,The mayor 's,experiencer
"Across the table her younger son , Joseph , saw her cheeks burn , and she looked up to find him gazing at her in mystification . ",him,experiencer
"Her mother was shaking her head in mystification , glancing round the lunch-table . ",Her mother,experiencer
"Shaking her head with mystification , she drew the curtains to . ",she,experiencer
"On the Left there was some dismay that the reforms were not more dramatic , and especially that wealth was not redistributed more equally . ","that the reforms were not more dramatic , and especially that wealth was not redistributed more equally",stimulus
"On the Left there was some dismay that the reforms were not more dramatic , and especially that wealth was not redistributed more equally . ",some,degree
"On the Left there was some dismay that the reforms were not more dramatic , and especially that wealth was not redistributed more equally . ",On the Left,experiencer
"While Grant was wakening the kids , he discovered to his dismay that most of the cubicles held four occupants , sleeping in bunk beds . ",his,experiencer
"The first important truth for voters in such spirits is that , in their dismay about recent economic and political errors , they are forgetting the immense Tory achievements which preceded them , and are now at risk again . ",their,experiencer
"The first important truth for voters in such spirits is that , in their dismay about recent economic and political errors , they are forgetting the immense Tory achievements which preceded them , and are now at risk again . ",about recent economic and political errors,topic
"Tom Shakeshaft , who is 15 , reveals his dismay at plans to drive a dual carriageway right through the beautiful piece of countryside where he lives . ",his,experiencer
"Tom Shakeshaft , who is 15 , reveals his dismay at plans to drive a dual carriageway right through the beautiful piece of countryside where he lives . ",at plans to drive a dual carriageway right through the beautiful piece of countryside where he lives,stimulus
I had always assumed that this sort of civilized dismay at barbarism was the monopoly of our cause . ,at barbarism,stimulus
I had always assumed that this sort of civilized dismay at barbarism was the monopoly of our cause . ,civilized,degree
My own dismay at the way those kids were savaging the flora of Stonethwaite is a good example . ,My,experiencer
My own dismay at the way those kids were savaging the flora of Stonethwaite is a good example . ,at the way those kids were savaging the flora of Stonethwaite,stimulus
She nearly gasped with dismay at the shock that shivered down into her tummy . ,at the shock that shivered down into her tummy,stimulus
There was dismay in Belgrade . ,in Belgrade,experiencer
"Equally inevitably , there was outrage and dismay in India . ",in India,experiencer
"THE Italian writer Primo Levi died on 11 April 1987 , to the dismay of his readers . ",of his readers,experiencer
"To the dismay of the South Africans , umpire Cumberbatch merely signalled a leg-side wide . ",of the South Africans,experiencer
"Ian Fleming 's superhero first appeared in Issue 4 of ZZAP ! , much to the dismay of the reviewing team . ",of the reviewing team,experiencer
"The Estonians require a language test before full civil rights are granted , to the dismay of their Russian-speaking population . ",of their Russian-speaking population,experiencer
"Typically , Gould 's infrequent letters home detailed only his ornithological exploits , much to the dismay of the household , who were desperate to hear news of a more personal nature . ","of the household , who were desperate to hear news of a more personal nature",experiencer
